training.days,subject,item,testing.stimuli,response
day3,sub7,7,trained,1
day3,sub7,26,untrained,1
day3,sub7,32,untrained,1
day3,sub7,22,trained,1
day3,sub7,17,trained,1
day3,sub7,35,untrained,1
day3,sub7,20,untrained,1
day3,sub7,6,untrained,1
day3,sub7,28,untrained,1
day3,sub7,12,trained,1
day3,sub7,16,untrained,1
day3,sub7,18,trained,1
day3,sub7,14,trained,1
day3,sub7,42,untrained,0
day3,sub7,4,trained,1
day3,sub7,5,untrained,1
day3,sub7,31,untrained,1
day3,sub7,34,untrained,0
day3,sub7,40,untrained,0
day3,sub7,8,trained,1
day3,sub7,41,untrained,0
day3,sub7,36,untrained,0
day3,sub7,15,untrained,1
day3,sub7,3,untrained,1
day3,sub7,48,untrained,0
day3,sub7,33,untrained,0
day3,sub7,24,trained,1
day3,sub7,44,untrained,0
day3,sub7,39,untrained,0
day3,sub7,23,trained,1
day3,sub7,21,untrained,1
day3,sub8,17,trained,0
day3,sub8,6,untrained,1
day3,sub8,26,untrained,1
day3,sub8,46,untrained,0
day3,sub8,3,untrained,1
day3,sub8,20,untrained,0
day3,sub8,9,untrained,1
day3,sub8,32,untrained,1
day3,sub8,38,untrained,0
day3,sub8,7,trained,1
day3,sub8,22,trained,1
day3,sub8,33,untrained,0
day3,sub8,24,trained,1
day3,sub8,40,untrained,0
day3,sub8,44,untrained,0
day3,sub8,37,untrained,0
day3,sub8,13,trained,1
day3,sub8,48,untrained,0
day3,sub8,47,untrained,0
day3,sub8,21,untrained,1
day3,sub8,12,trained,1
day3,sub8,15,untrained,1
day3,sub8,35,untrained,0
day3,sub8,30,trained,1
day3,sub8,31,untrained,1
day3,sub8,41,untrained,0
day3,sub8,45,untrained,0
day3,sub8,34,untrained,0
day3,sub8,19,untrained,1
day3,sub8,43,untrained,0
day3,sub8,18,trained,1
day3,sub8,4,trained,1
day3,sub8,8,trained,1
day3,sub8,14,trained,1
day3,sub8,28,untrained,1
day3,sub8,5,untrained,1
day3,sub8,36,untrained,0
day3,sub8,16,untrained,1
day3,sub8,25,untrained,1
day3,sub8,23,trained,1
day3,sub8,2,untrained,1
day3,sub8,27,trained,1
day3,sub8,29,trained,1
day3,sub8,39,untrained,0
day3,sub8,11,trained,1
day3,sub8,10,untrained,1
day3,sub8,42,untrained,0
day3,sub8,1,trained,1
day3,sub8,33,untrained,0
day3,sub8,1,trained,1
day3,sub8,24,trained,1
day3,sub8,41,untrained,0
day3,sub8,48,untrained,0
day3,sub8,34,untrained,0
day3,sub8,8,trained,1
day3,sub8,4,trained,1
day3,sub8,45,untrained,0
day3,sub8,25,untrained,1
day3,sub8,43,untrained,0
day3,sub8,27,trained,1
day3,sub8,18,trained,1
day3,sub8,16,untrained,1
day3,sub8,10,untrained,1
day3,sub8,47,untrained,0
day3,sub8,2,untrained,1
day3,sub8,42,untrained,0
day3,sub8,40,untrained,0
day3,sub8,7,trained,1
day3,sub8,13,trained,1
day3,sub8,20,untrained,1
day3,sub8,5,untrained,1
day3,sub8,26,untrained,1
day3,sub8,3,untrained,1
day3,sub8,32,untrained,1
day3,sub8,23,trained,1
day3,sub8,6,untrained,1
day3,sub8,30,trained,1
day3,sub8,38,untrained,0
day3,sub8,12,trained,1
day3,sub8,36,untrained,0
day3,sub8,35,untrained,0
day3,sub8,15,untrained,1
day3,sub8,9,untrained,1
day3,sub8,46,untrained,0
day3,sub8,17,trained,1
day3,sub8,44,untrained,0
day3,sub8,21,untrained,1
day3,sub8,14,trained,1
day3,sub8,22,trained,1
day3,sub8,28,untrained,1
day3,sub8,29,trained,1
day3,sub8,19,untrained,1
day3,sub8,31,untrained,1
day3,sub8,11,trained,1
day3,sub8,39,untrained,0
day3,sub8,37,untrained,0
day3,sub9,25,untrained,1
day3,sub9,12,trained,1
day3,sub9,29,trained,1
day3,sub9,15,untrained,1
day3,sub9,22,trained,1
day3,sub9,3,untrained,1
day3,sub9,19,untrained,1
day3,sub9,46,untrained,0
day3,sub9,48,untrained,0
day3,sub9,30,trained,1
day3,sub9,35,untrained,0
day3,sub9,37,untrained,0
day3,sub9,7,trained,1
day3,sub9,17,trained,1
day3,sub9,6,untrained,1
day3,sub9,43,untrained,0
day3,sub9,45,untrained,0
day3,sub9,36,untrained,0
day3,sub9,32,untrained,1
day3,sub9,11,trained,1
day3,sub9,33,untrained,0
day3,sub9,24,trained,1
day3,sub9,31,untrained,1
day3,sub9,13,trained,1
day3,sub9,18,trained,1
day3,sub9,26,untrained,1
day3,sub9,28,untrained,1
day3,sub9,14,trained,1
day3,sub9,34,untrained,0
day3,sub9,9,untrained,1
day3,sub9,8,trained,1
day3,sub9,47,untrained,0
day3,sub9,10,untrained,1
day3,sub9,38,untrained,0
day3,sub9,39,untrained,0
day3,sub9,2,untrained,1
day3,sub9,27,trained,1
day3,sub9,1,trained,1
day3,sub9,4,trained,1
day3,sub9,5,untrained,1
day3,sub9,44,untrained,1
day3,sub9,40,untrained,1
day3,sub9,41,untrained,1
day3,sub9,21,untrained,1
day3,sub9,20,untrained,1
day3,sub9,16,untrained,1
day3,sub9,23,trained,1
day3,sub9,42,untrained,0
day3,sub9,10,untrained,1
day3,sub9,4,trained,1
day3,sub9,35,untrained,0
day3,sub9,24,trained,1
day3,sub9,5,untrained,1
day3,sub9,29,trained,1
day3,sub9,8,trained,1
day3,sub9,19,untrained,1
day3,sub9,6,untrained,1
day3,sub9,3,untrained,1
day3,sub9,22,trained,1
day3,sub9,11,trained,1
day3,sub9,20,untrained,1
day3,sub9,18,trained,1
day3,sub9,25,untrained,1
day3,sub9,31,untrained,1
day3,sub9,38,untrained,0
day3,sub9,1,trained,1
day3,sub9,2,untrained,1
day3,sub9,45,untrained,1
day3,sub9,44,untrained,0
day3,sub9,42,untrained,0
day3,sub9,36,untrained,0
day3,sub9,34,untrained,0
day3,sub9,33,untrained,0
day3,sub9,41,untrained,0
day3,sub9,9,untrained,1
day3,sub9,23,trained,1
day3,sub9,30,trained,1
day3,sub9,21,untrained,1
day3,sub9,7,trained,1
day3,sub9,16,untrained,1
day3,sub9,46,untrained,0
day3,sub9,12,trained,1
day3,sub9,32,untrained,1
day3,sub9,28,untrained,1
day3,sub9,14,trained,1
day3,sub9,47,untrained,0
day3,sub9,37,untrained,1
day3,sub9,13,trained,1
day3,sub9,27,trained,1
day3,sub9,26,untrained,1
day3,sub9,48,untrained,0
day3,sub9,15,untrained,1
day3,sub9,40,untrained,0
day3,sub9,43,untrained,0
day3,sub9,39,untrained,0
day3,sub9,17,trained,1
